"Date Time","WDIR (degT)","WSPD (m/s)","WVHT (m)","DPD (sec)","APD (sec)","PRES (hPa)"
24.10.2020 16:40,357.00,10.00,1.90,7.1,5.2,1022.0
24.10.2020 17:40,4.00,9.80,1.96,6.7,5.2,1022.2
24.10.2020 18:40,2.00,9.50,2.11,7.7,5.4,1022.1
24.10.2020 19:40,11.00,10.60,2.17,7.1,5.4,1022.0
24.10.2020 20:40,6.00,9.80,2.39,7.7,5.9,1021.7
24.10.2020 21:40,11.00,9.40,2.35,7.7,5.9,1021.3
24.10.2020 22:40,13.00,9.30,2.50,7.7,6.1,1021.1
24.10.2020 23:40,9.00,9.60,2.48,7.7,6.0,1021.1
25.10.2020 00:40,8.00,10.20,2.63,8.3,6.3,1021.3
25.10.2020 01:40,2.00,10.00,2.54,9.1,6.2,1021.0
25.10.2020 02:40,14.00,10.10,2.66,7.7,6.2,1021.3
25.10.2020 03:40,7.00,10.30,2.67,8.3,6.1,1021.7
25.10.2020 04:40,1.00,11.00,2.50,8.3,5.9,1021.8
25.10.2020 05:40,360.00,11.00,2.51,8.3,6.0,1022.2
25.10.2020 06:40,8.00,10.80,2.55,8.3,5.8,1022.2
25.10.2020 07:40,9.00,11.00,2.74,8.3,6.0,1022.2
25.10.2020 08:40,10.00,10.80,2.86,8.3,6.2,1022.1
25.10.2020 09:40,11.00,11.30,2.67,8.3,6.1,1022.0
25.10.2020 10:40,358.00,10.80,2.75,7.7,6.1,1022.2
25.10.2020 11:40,15.00,11.80,2.59,8.3,5.9,1021.9
25.10.2020 12:40,13.00,11.20,2.81,8.3,6.1,1021.9
25.10.2020 13:40,7.00,11.40,3.11,8.3,6.5,1022.2
25.10.2020 14:40,16.00,11.00,2.95,8.3,6.3,1022.5
25.10.2020 15:40,12.00,10.10,3.09,8.3,6.3,1022.8
25.10.2020 16:40,7.00,10.30,2.98,8.3,6.2,1023.3
25.10.2020 17:40,9.00,11.50,3.46,9.1,6.7,1023.6
25.10.2020 18:40,15.00,10.40,2.99,10.0,6.4,1023.6
25.10.2020 19:40,16.00,11.30,3.20,10.0,6.6,1023.8
25.10.2020 20:40,10.00,10.40,3.43,10.0,7.0,1023.3
25.10.2020 21:40,11.00,10.30,3.24,9.1,6.7,1022.8
25.10.2020 22:40,9.00,10.40,3.21,9.1,6.7,1022.5
25.10.2020 23:40,6.00,10.60,3.47,9.1,6.9,1022.8
26.10.2020 00:40,7.00,11.10,3.32,10.0,6.9,1022.7
26.10.2020 01:40,7.00,12.00,3.69,10.0,7.0,1022.5
26.10.2020 02:40,10.00,11.80,3.65,9.1,7.0,1022.9
26.10.2020 03:40,12.00,12.00,3.61,9.1,6.9,1023.4
26.10.2020 04:40,9.00,11.60,3.67,10.0,6.7,1023.5
26.10.2020 05:40,19.00,12.10,3.52,9.1,6.8,1023.8
26.10.2020 06:40,16.00,11.00,3.52,10.0,6.7,1024.3
26.10.2020 07:40,22.00,11.40,3.37,10.0,6.8,1024.4
26.10.2020 08:40,19.00,11.00,3.54,10.0,6.9,1024.4
26.10.2020 09:40,23.00,11.70,3.45,10.0,6.9,1024.5
26.10.2020 10:40,19.00,11.10,3.77,10.0,7.2,1024.4
26.10.2020 11:40,18.00,11.30,3.43,10.0,7.0,1024.2
26.10.2020 12:40,22.00,11.70,3.73,10.0,7.4,1024.3
26.10.2020 13:40,21.00,11.50,3.73,10.0,7.4,1024.7
26.10.2020 14:40,22.00,10.90,3.34,10.8,7.1,1025.1
26.10.2020 15:40,24.00,11.20,3.41,10.0,7.1,1025.4
26.10.2020 16:40,26.00,11.10,3.71,10.8,7.3,1026.3
26.10.2020 17:40,25.00,10.80,3.37,10.0,7.0,1026.5
26.10.2020 18:40,22.00,10.40,3.40,10.0,7.0,1026.6
26.10.2020 19:40,20.00,9.90,3.16,10.0,6.7,1026.8
26.10.2020 20:40,23.00,9.30,2.99,10.8,6.7,1026.5
26.10.2020 21:40,23.00,10.30,3.02,10.0,6.8,1025.9
26.10.2020 22:40,28.00,10.50,2.89,10.0,6.8,1025.6
26.10.2020 23:40,28.00,10.50,2.91,10.0,6.6,1025.8
27.10.2020 00:40,25.00,10.70,2.98,10.0,6.8,1025.9
27.10.2020 01:40,24.00,9.90,2.80,9.1,6.7,1026.1
27.10.2020 02:40,29.00,9.70,2.92,12.9,6.8,1026.5
27.10.2020 03:40,30.00,9.50,2.84,9.1,6.7,1026.7
27.10.2020 04:40,29.00,9.20,2.62,13.8,6.6,1027.0
27.10.2020 05:40,28.00,9.40,2.67,13.8,6.5,1027.1
27.10.2020 06:40,29.00,8.60,2.81,14.8,6.7,1027.2
27.10.2020 07:40,26.00,8.20,2.49,9.1,6.5,1027.0
27.10.2020 08:40,21.00,8.30,2.29,8.3,6.3,1026.9
27.10.2020 09:40,22.00,8.60,2.20,7.7,6.0,1026.6
27.10.2020 10:40,20.00,8.60,2.14,8.3,6.2,1026.2
27.10.2020 11:40,17.00,8.80,1.98,7.7,6.0,1025.7
27.10.2020 12:40,16.00,8.40,2.06,9.1,6.2,1025.4
27.10.2020 13:40,14.00,8.80,2.24,8.3,6.2,1025.4
27.10.2020 14:40,23.00,8.40,2.11,7.7,6.0,1025.2
27.10.2020 15:40,21.00,8.80,2.28,8.3,6.3,1025.4
27.10.2020 16:40,26.00,8.80,2.19,8.3,6.1,1025.7
27.10.2020 17:40,21.00,8.80,2.17,8.3,5.9,1025.9
27.10.2020 18:40,25.00,8.70,2.18,7.7,5.8,1025.7
27.10.2020 19:40,19.00,8.60,2.21,8.3,6.1,1025.3
27.10.2020 20:40,19.00,8.70,2.26,7.7,6.0,1024.9
27.10.2020 21:40,19.00,8.40,2.14,8.3,5.8,1024.4
27.10.2020 22:40,16.00,8.20,2.23,7.1,6.1,1024.0
27.10.2020 23:40,10.00,8.80,2.05,8.3,5.9,1023.8
28.10.2020 00:40,15.00,9.10,2.13,7.7,5.9,1023.6
28.10.2020 01:40,13.00,8.50,2.11,8.3,6.0,1023.7
28.10.2020 02:40,23.00,8.60,2.10,8.3,5.8,1023.7
28.10.2020 03:40,13.00,9.00,2.09,9.1,5.9,1023.8
28.10.2020 04:40,26.00,9.50,2.31,9.1,6.0,1023.8
28.10.2020 05:40,16.00,9.00,2.43,8.3,6.1,1023.8
28.10.2020 06:40,15.00,8.70,2.40,9.1,6.0,1023.9
28.10.2020 07:40,10.00,7.70,2.33,8.3,5.9,1023.7
28.10.2020 08:40,19.00,7.80,2.25,8.3,5.9,1023.3
28.10.2020 09:40,15.00,8.00,2.21,8.3,6.0,1023.1
28.10.2020 10:40,25.00,7.50,2.26,9.1,6.4,1022.9
28.10.2020 11:40,20.00,7.70,2.04,9.1,5.9,1022.4
28.10.2020 12:40,21.00,8.00,2.06,9.1,6.1,1022.3
28.10.2020 13:40,16.00,8.00,1.96,8.3,6.1,1022.7
28.10.2020 14:40,16.00,8.30,1.97,7.7,5.8,1022.6
28.10.2020 15:40,10.00,7.90,2.06,8.3,6.1,1022.8
28.10.2020 16:40,22.00,7.70,2.16,9.1,6.1,1023.0
28.10.2020 17:40,17.00,8.70,2.04,9.1,5.9,1022.9
28.10.2020 18:40,23.00,8.30,2.14,9.1,5.9,1022.9
28.10.2020 19:40,20.00,8.00,1.84,9.1,5.7,1022.6
28.10.2020 20:40,25.00,7.50,1.85,8.3,5.7,1022.0
28.10.2020 21:40,21.00,7.70,1.92,8.3,5.8,1021.4
28.10.2020 22:40,22.00,7.40,1.83,7.7,5.8,1021.1
28.10.2020 23:40,34.00,6.90,1.91,9.1,6.1,1021.0
29.10.2020 00:40,33.00,7.60,1.81,9.1,5.8,1021.4
29.10.2020 01:40,27.00,8.00,1.66,7.7,5.6,1021.3
29.10.2020 02:40,25.00,7.70,1.78,8.3,5.7,1021.1
29.10.2020 03:40,24.00,7.70,1.69,8.3,5.7,1021.5
29.10.2020 04:40,20.00,7.00,1.74,8.3,5.7,1021.5
29.10.2020 05:40,31.00,7.00,1.65,8.3,5.6,1021.6
29.10.2020 06:40,24.00,6.30,1.84,8.3,5.9,1021.9
29.10.2020 07:40,32.00,5.90,1.74,8.3,5.7,1021.6
29.10.2020 08:40,40.00,6.30,1.65,7.1,5.7,1021.3
29.10.2020 09:40,34.00,5.90,1.68,7.7,5.6,1021.0
29.10.2020 10:40,27.00,5.80,1.62,8.3,5.8,1021.1
29.10.2020 11:40,22.00,6.30,1.50,7.1,5.4,1020.9
29.10.2020 12:40,36.00,6.40,1.47,7.7,5.7,1020.8
29.10.2020 13:40,35.00,6.20,1.41,8.3,5.6,1020.4
29.10.2020 14:40,23.00,6.30,1.47,8.3,5.7,1020.7
29.10.2020 15:40,27.00,6.80,1.38,7.7,5.5,1020.9
29.10.2020 16:40,24.00,5.20,1.40,7.7,5.5,1021.7
29.10.2020 17:40,34.00,5.20,1.50,8.3,5.6,1021.5
29.10.2020 18:40,27.00,5.30,1.41,8.3,5.7,1021.4
29.10.2020 19:40,27.00,5.00,1.41,7.7,5.8,1021.1
29.10.2020 20:40,15.00,6.10,1.34,7.1,5.5,1020.6
29.10.2020 21:40,15.00,5.50,1.38,7.7,5.7,1020.2
29.10.2020 22:40,12.00,6.00,1.39,7.1,5.8,1019.7
29.10.2020 23:40,21.00,5.90,1.35,6.7,5.7,1019.4
30.10.2020 00:40,14.00,5.80,1.19,6.7,5.4,1019.4
30.10.2020 01:40,16.00,5.30,1.27,10.0,5.7,1019.5
30.10.2020 02:40,22.00,5.10,1.32,6.7,5.5,1020.1
30.10.2020 03:40,32.00,5.30,1.12,10.0,5.4,1020.2
30.10.2020 04:40,359.00,4.50,1.18,10.8,5.6,1020.3
30.10.2020 05:40,15.00,6.10,1.16,10.8,5.2,1020.6
30.10.2020 06:40,3.00,5.10,1.13,9.1,5.4,1021.3
30.10.2020 07:40,12.00,4.80,1.25,10.0,5.5,1021.1
30.10.2020 08:40,354.00,5.90,1.10,10.0,5.4,1021.0
30.10.2020 09:40,360.00,5.60,1.19,7.1,5.5,1021.2
30.10.2020 10:40,17.00,5.10,1.16,10.8,5.7,1021.1
30.10.2020 11:40,352.00,6.60,1.12,10.0,5.5,1021.1
30.10.2020 12:40,12.00,5.00,1.12,10.0,5.5,1021.4
30.10.2020 13:40,13.00,5.20,1.09,10.0,5.2,1021.7
30.10.2020 14:40,6.00,5.80,1.04,9.1,5.3,1021.9
30.10.2020 15:40,22.00,5.80,1.10,10.0,5.6,1022.2
30.10.2020 16:40,10.00,5.70,1.07,9.1,5.3,1022.9
30.10.2020 17:40,19.00,5.50,1.09,10.0,5.2,1023.2
30.10.2020 18:40,34.00,6.30,1.11,9.1,4.9,1023.3
30.10.2020 19:40,17.00,4.50,1.14,9.1,5.3,1023.3
30.10.2020 20:40,15.00,4.60,0.97,9.1,5.1,1023.0
30.10.2020 21:40,14.00,5.10,1.05,8.3,5.1,1022.6
30.10.2020 22:40,25.00,5.80,1.06,8.3,5.2,1022.3
30.10.2020 23:40,26.00,5.10,1.02,9.1,5.4,1022.4
31.10.2020 00:40,25.00,5.50,0.94,8.3,5.3,1022.7
31.10.2020 01:40,20.00,5.40,0.98,8.3,5.3,1022.7
31.10.2020 02:40,47.00,4.70,0.93,9.1,5.1,1023.1
31.10.2020 03:40,10.00,5.80,0.97,13.8,5.1,1023.7
31.10.2020 04:40,36.00,5.80,0.93,9.1,5.0,1024.0
31.10.2020 05:40,35.00,5.90,0.87,10.0,4.8,1024.3
31.10.2020 06:40,40.00,5.00,1.02,10.0,5.1,1024.7
31.10.2020 07:40,48.00,5.60,1.00,10.0,5.0,1024.4
31.10.2020 08:40,43.00,3.40,0.91,12.9,4.9,1024.1
31.10.2020 09:40,35.00,5.30,0.95,9.1,5.1,1024.1
31.10.2020 10:40,46.00,6.30,0.99,9.1,5.3,1023.9
31.10.2020 11:40,37.00,4.90,0.95,12.9,5.1,1023.9
31.10.2020 12:40,35.00,4.90,0.98,9.1,5.1,1024.0
31.10.2020 13:40,27.00,4.60,0.97,12.9,5.5,1024.1
31.10.2020 14:40,53.00,6.80,0.96,12.9,5.3,1024.2
31.10.2020 15:40,57.00,5.20,1.15,12.9,5.6,1024.7
31.10.2020 16:40,42.00,4.50,1.09,12.1,5.6,1025.4
31.10.2020 17:40,38.00,3.20,1.16,12.1,6.3,1025.6
31.10.2020 18:40,51.00,4.80,1.30,11.4,6.8,1025.2
31.10.2020 19:40,42.00,5.10,1.39,11.4,6.7,1024.9
31.10.2020 20:40,48.00,5.20,1.49,10.8,7.1,1024.6
31.10.2020 21:40,43.00,5.30,1.77,10.8,7.5,1024.1
31.10.2020 22:40,47.00,5.10,1.70,12.1,7.2,1023.9
31.10.2020 23:40,49.00,4.90,1.89,12.1,7.3,1023.6
01.11.2020 00:40,37.00,4.20,2.10,12.1,8.1,1023.8
01.11.2020 01:40,26.00,4.20,1.90,10.0,7.6,1023.5
01.11.2020 02:40,17.00,4.60,1.97,11.4,7.9,1023.7
01.11.2020 03:40,33.00,4.90,1.97,11.4,7.8,1023.6
01.11.2020 04:40,34.00,4.60,1.85,12.1,7.6,1023.9
01.11.2020 05:40,22.00,3.40,1.96,11.4,7.8,1024.2
01.11.2020 06:40,50.00,3.70,1.93,10.8,7.8,1024.1
01.11.2020 07:40,53.00,3.90,1.93,11.4,8.1,1023.3
01.11.2020 08:40,51.00,3.80,1.85,10.8,7.7,1023.2
01.11.2020 09:40,59.00,2.80,1.74,11.4,7.5,1023.2
01.11.2020 10:40,67.00,2.40,1.89,11.4,7.6,1022.9
01.11.2020 11:40,79.00,0.50,1.69,11.4,7.4,1023.1
01.11.2020 12:40,103.00,1.70,1.82,10.8,8.0,1023.2
01.11.2020 13:40,101.00,0.80,1.82,10.8,7.8,1023.7
01.11.2020 14:40,136.00,1.20,1.83,10.8,8.0,1023.7
01.11.2020 15:40,171.00,1.20,1.89,10.8,8.0,1023.9
01.11.2020 16:40,236.00,2.60,1.62,10.8,8.3,1024.2
01.11.2020 17:40,217.00,1.00,1.61,10.0,8.3,1024.4
01.11.2020 18:40,350.00,0.80,1.62,10.0,8.6,1024.2
01.11.2020 19:40,19.00,0.20,1.70,19.1,9.2,1023.7
01.11.2020 20:40,331.00,0.00,1.70,19.1,9.3,1023.2
01.11.2020 21:40,140.00,1.30,1.74,19.1,9.0,1022.6
01.11.2020 22:40,110.00,1.80,1.73,19.1,9.5,1022.1
01.11.2020 23:40,149.00,2.20,1.60,19.1,9.5,1021.7
02.11.2020 00:40,157.00,2.90,1.87,17.4,10.8,1021.6
02.11.2020 01:40,176.00,3.90,1.63,17.4,9.6,1021.4
02.11.2020 02:40,166.00,3.70,2.15,17.4,11.8,1021.4
02.11.2020 03:40,178.00,3.80,1.79,17.4,11.1,1021.8
02.11.2020 04:40,186.00,4.80,1.79,17.4,10.7,1021.6
02.11.2020 05:40,198.00,4.80,1.63,17.4,9.7,1021.8
02.11.2020 06:40,215.00,5.10,1.48,17.4,8.9,1022.3
02.11.2020 07:40,205.00,5.20,1.73,17.4,9.5,1022.0
02.11.2020 08:40,213.00,5.80,2.14,17.4,10.5,1021.9
02.11.2020 09:40,215.00,6.00,1.69,16.0,7.8,1021.7
02.11.2020 10:40,201.00,5.40,1.65,16.0,7.2,1020.9
02.11.2020 11:40,167.00,4.20,1.44,16.0,6.7,1020.0
02.11.2020 12:40,184.00,4.30,1.77,16.0,7.1,1019.8
02.11.2020 13:40,178.00,4.90,1.83,16.0,8.3,1019.8
02.11.2020 14:40,166.00,5.80,1.98,16.0,9.0,1019.1
02.11.2020 15:40,170.00,6.40,1.98,14.8,8.3,1019.4
02.11.2020 16:40,184.00,6.30,1.89,16.0,7.8,1020.1
02.11.2020 17:40,198.00,5.90,1.85,16.0,7.8,1020.8
02.11.2020 18:40,191.00,5.50,1.92,16.0,7.7,1020.4
02.11.2020 19:40,184.00,5.70,1.98,16.0,7.7,1019.8
02.11.2020 20:40,182.00,6.50,1.92,16.0,7.3,1019.1
02.11.2020 21:40,192.00,6.70,2.30,16.0,8.0,1018.3
02.11.2020 22:40,196.00,7.00,2.30,14.8,7.4,1017.9
02.11.2020 23:40,201.00,7.00,2.45,16.0,7.2,1017.8
03.11.2020 00:40,188.00,6.30,2.37,14.8,7.2,1017.2
03.11.2020 01:40,164.00,6.60,2.74,16.0,7.9,1016.2
03.11.2020 02:40,189.00,7.30,2.83,14.8,7.9,1017.0
03.11.2020 03:40,195.00,8.30,2.74,14.8,7.2,1017.4
03.11.2020 04:40,198.00,6.70,3.16,14.8,8.0,1017.1
03.11.2020 05:40,204.00,6.20,2.92,14.8,7.9,1017.4
03.11.2020 06:40,196.00,5.70,3.08,14.8,8.3,1017.2
03.11.2020 07:40,197.00,5.10,2.83,14.8,8.1,1017.0
03.11.2020 08:40,189.00,5.60,3.02,13.8,8.4,1016.6
03.11.2020 09:40,197.00,7.60,2.98,13.8,7.9,1016.4
03.11.2020 10:40,185.00,6.40,3.10,14.8,8.2,1015.8
03.11.2020 11:40,180.00,6.10,3.14,13.8,7.8,1015.3
03.11.2020 12:40,198.00,6.20,2.62,12.9,7.3,1015.3
03.11.2020 13:40,200.00,5.60,2.76,12.9,7.4,1015.5
03.11.2020 14:40,219.00,4.40,2.87,14.8,7.7,1015.8
03.11.2020 15:40,232.00,3.70,2.83,12.9,7.8,1016.2
03.11.2020 16:40,205.00,3.20,2.62,12.9,7.6,1017.0
03.11.2020 17:40,207.00,3.40,2.41,13.8,7.8,1017.3
03.11.2020 18:40,227.00,4.20,2.18,11.4,7.4,1017.5
03.11.2020 19:40,213.00,3.30,2.23,11.4,7.8,1017.4
03.11.2020 20:40,230.00,3.30,2.33,11.4,8.1,1017.1
03.11.2020 21:40,237.00,3.10,2.61,11.4,8.2,1017.0
03.11.2020 22:40,242.00,3.00,2.29,11.4,8.0,1017.0
03.11.2020 23:40,265.00,3.60,2.23,12.9,7.7,1017.2
04.11.2020 00:40,273.00,3.70,2.22,12.9,7.9,1017.7
04.11.2020 01:40,247.00,2.40,2.16,12.9,7.7,1017.9
04.11.2020 02:40,262.00,2.50,2.07,9.1,7.2,1018.8
04.11.2020 03:40,238.00,2.20,1.81,12.9,7.4,1019.5
04.11.2020 04:40,206.00,1.80,1.83,10.0,7.5,1019.8
04.11.2020 05:40,214.00,2.40,1.84,12.1,7.7,1020.3
04.11.2020 06:40,214.00,2.70,1.82,12.1,7.5,1020.9
04.11.2020 07:40,209.00,3.30,1.71,12.1,7.4,1020.8
04.11.2020 08:40,205.00,3.40,1.88,12.1,7.7,1020.8
04.11.2020 09:40,209.00,3.90,1.74,9.1,7.4,1020.9
04.11.2020 10:40,212.00,4.50,1.65,12.1,7.5,1021.1
04.11.2020 11:40,219.00,3.80,1.81,11.4,7.9,1021.2
04.11.2020 12:40,218.00,4.50,1.67,12.1,7.7,1021.4
04.11.2020 13:40,229.00,4.30,1.63,12.1,7.5,1022.2
04.11.2020 14:40,250.00,4.30,1.57,8.3,7.0,1022.8
04.11.2020 15:40,241.00,3.50,1.80,10.8,7.4,1023.2
04.11.2020 16:40,239.00,3.00,1.66,11.4,6.9,1024.1
04.11.2020 17:40,233.00,3.50,1.72,12.1,7.0,1024.7
04.11.2020 18:40,223.00,4.30,1.83,12.1,7.4,1024.8
04.11.2020 19:40,215.00,4.10,1.66,12.1,7.3,1024.7
04.11.2020 20:40,198.00,3.20,1.66,11.4,7.4,1024.6
04.11.2020 21:40,219.00,4.10,1.67,10.8,7.0,1024.4
04.11.2020 22:40,227.00,3.20,1.70,10.8,7.1,1024.6
05.11.2020 18:40,330.00,3.60,1.88,10.8,8.2,1026.8
05.11.2020 19:40,325.00,2.80,1.93,10.8,8.0,1026.3
05.11.2020 20:40,295.00,2.90,2.04,10.0,8.4,1025.5
05.11.2020 21:40,299.00,3.40,1.94,12.1,8.3,1024.4
05.11.2020 22:40,294.00,5.20,1.97,12.1,8.4,1023.8
05.11.2020 23:40,292.00,4.80,1.88,12.1,8.2,1022.8
06.11.2020 00:40,313.00,7.70,1.98,10.8,8.2,1022.9
06.11.2020 01:40,314.00,11.10,2.45,12.1,8.2,1022.6
06.11.2020 02:40,306.00,10.20,2.44,11.4,7.0,1022.7
06.11.2020 03:40,318.00,11.70,2.89,11.4,7.0,1022.6
06.11.2020 04:40,323.00,12.80,2.93,10.8,6.4,1022.9
06.11.2020 05:40,318.00,14.00,3.55,11.4,6.7,1022.7
06.11.2020 06:40,317.00,13.10,3.69,8.3,6.7,1022.6
06.11.2020 07:40,332.00,13.30,3.80,9.1,7.2,1022.1
06.11.2020 08:40,331.00,13.70,4.00,9.1,7.3,1021.7
06.11.2020 09:40,326.00,12.70,4.68,10.0,7.8,1021.8
06.11.2020 10:40,323.00,12.90,4.84,11.4,8.2,1021.1
06.11.2020 11:40,323.00,13.60,5.19,11.4,8.5,1021.0
06.11.2020 12:40,339.00,11.30,6.23,13.8,9.1,1020.4
06.11.2020 13:40,337.00,14.70,99.00,99.0,99.0,1020.4
06.11.2020 14:40,333.00,14.80,6.73,13.8,9.5,1020.3
06.11.2020 15:40,326.00,13.50,6.83,14.8,9.4,1020.0
06.11.2020 16:40,329.00,14.40,5.51,14.8,8.7,1020.2
06.11.2020 17:40,326.00,12.80,6.27,12.9,9.2,1020.0
06.11.2020 18:40,335.00,14.00,6.00,13.8,9.1,1020.0
06.11.2020 19:40,336.00,13.90,7.58,14.8,9.9,1020.1
06.11.2020 20:40,329.00,12.00,6.65,13.8,9.3,1019.6
06.11.2020 21:40,352.00,11.60,6.53,14.8,9.6,1019.1
06.11.2020 22:40,346.00,13.00,6.85,14.8,9.8,1019.0
06.11.2020 23:40,346.00,13.00,6.77,13.8,9.7,1019.4
07.11.2020 00:40,344.00,13.10,6.77,13.8,9.6,1019.2
07.11.2020 01:40,346.00,13.40,6.89,13.8,9.3,1019.3
07.11.2020 02:40,346.00,12.70,6.20,12.9,9.0,1019.3
07.11.2020 03:40,339.00,13.00,6.50,13.8,9.2,1019.2
07.11.2020 04:40,345.00,12.10,6.53,12.9,9.3,1019.0
07.11.2020 05:40,342.00,12.00,99.00,99.0,99.0,1018.9
07.11.2020 06:40,348.00,11.60,6.14,13.8,9.2,1019.2
07.11.2020 07:40,352.00,13.30,5.87,12.9,9.1,1019.0
07.11.2020 08:40,341.00,11.00,5.46,11.4,8.5,1019.0
07.11.2020 09:40,346.00,10.80,6.04,13.8,9.0,1019.0
07.11.2020 10:40,347.00,11.90,6.23,12.9,9.3,1018.3
07.11.2020 11:40,349.00,11.00,5.43,13.8,8.7,1018.2
07.11.2020 12:40,351.00,12.70,5.64,12.1,8.9,1018.0
07.11.2020 13:40,347.00,12.00,5.54,12.1,8.8,1018.1
07.11.2020 14:40,345.00,13.00,5.45,12.9,8.8,1018.3
07.11.2020 15:40,357.00,10.70,5.56,12.1,8.6,1018.8
07.11.2020 16:40,357.00,10.40,5.34,12.9,8.7,1019.2
07.11.2020 17:40,348.00,11.00,5.47,13.8,8.7,1019.4
07.11.2020 18:40,343.00,10.50,4.96,12.9,8.4,1019.9
07.11.2020 19:40,351.00,11.00,5.39,12.1,8.9,1019.9
07.11.2020 20:40,343.00,10.80,4.98,12.9,8.8,1019.6
07.11.2020 21:40,352.00,9.50,4.97,12.1,8.8,1019.0
07.11.2020 22:40,345.00,9.70,4.53,12.1,8.4,1018.8
07.11.2020 23:40,347.00,8.70,4.53,12.1,8.5,1018.9
08.11.2020 00:40,339.00,9.20,4.54,12.1,8.4,1019.2
08.11.2020 01:40,342.00,9.50,4.50,12.1,8.5,1019.2
08.11.2020 02:40,346.00,10.10,4.64,12.1,8.7,1019.8
08.11.2020 03:40,344.00,10.20,4.42,12.1,8.3,1019.7
08.11.2020 04:40,352.00,10.40,4.10,10.8,8.0,1019.8
08.11.2020 05:40,344.00,11.50,4.40,12.1,8.4,1020.3
08.11.2020 06:40,346.00,11.70,4.54,12.1,8.2,1020.6
08.11.2020 07:40,350.00,12.10,4.38,12.9,7.9,1020.7
08.11.2020 08:40,352.00,11.80,4.41,12.9,8.2,1021.1
08.11.2020 09:40,339.00,11.10,4.06,12.1,7.8,1021.0
08.11.2020 10:40,351.00,11.50,4.69,11.4,8.3,1021.2
08.11.2020 11:40,341.00,11.40,4.42,12.1,8.0,1020.9
08.11.2020 12:40,344.00,11.90,4.53,12.1,7.9,1021.0
08.11.2020 13:40,346.00,10.70,3.79,11.4,7.4,1021.2
08.11.2020 14:40,341.00,10.60,4.12,11.4,7.7,1021.2
08.11.2020 15:40,342.00,11.30,4.19,10.8,7.6,1021.4
08.11.2020 16:40,345.00,11.20,4.07,11.4,7.5,1021.9
08.11.2020 17:40,339.00,12.10,4.10,11.4,7.8,1022.0
08.11.2020 18:40,339.00,11.70,4.19,11.4,7.8,1022.3
08.11.2020 19:40,343.00,11.50,4.08,12.1,7.5,1022.5
08.11.2020 20:40,338.00,11.60,4.08,11.4,7.6,1022.3
08.11.2020 21:40,344.00,11.60,3.92,10.8,7.5,1022.2
08.11.2020 22:40,342.00,11.50,4.16,11.4,7.5,1022.3
08.11.2020 23:40,344.00,11.80,4.76,11.4,8.0,1022.7
09.11.2020 00:40,343.00,12.40,4.05,12.1,7.5,1023.0
09.11.2020 01:40,349.00,12.50,4.48,11.4,7.7,1022.9
09.11.2020 02:40,356.00,11.60,4.23,12.1,7.5,1023.5
09.11.2020 03:40,360.00,11.10,4.39,11.4,7.6,1024.0
09.11.2020 04:40,357.00,11.50,4.44,10.8,7.8,1024.4
09.11.2020 05:40,359.00,10.90,4.46,11.4,7.7,1024.9
09.11.2020 06:40,352.00,10.20,4.30,11.4,7.8,1025.4
09.11.2020 07:40,352.00,9.50,4.07,11.4,7.8,1025.2
09.11.2020 08:40,349.00,9.80,4.19,12.1,8.1,1025.2
09.11.2020 09:40,349.00,9.60,4.13,12.1,7.9,1025.3
09.11.2020 10:40,344.00,10.00,4.12,12.1,7.8,1025.6
09.11.2020 11:40,347.00,10.00,4.21,10.8,8.1,1025.7
09.11.2020 12:40,347.00,9.90,4.33,11.4,8.0,1025.9
09.11.2020 13:40,346.00,9.50,3.70,11.4,7.6,1026.4
09.11.2020 14:40,349.00,8.70,3.57,11.4,7.2,1026.9
09.11.2020 15:40,346.00,9.30,3.55,12.1,7.4,1027.4
09.11.2020 16:40,349.00,8.30,3.07,10.8,7.1,1028.1
09.11.2020 17:40,349.00,8.00,3.26,10.0,7.4,1028.7
09.11.2020 18:40,345.00,7.70,3.17,10.0,7.3,1028.8
09.11.2020 19:40,351.00,7.80,2.77,10.8,6.9,1029.0
09.11.2020 20:40,344.00,8.10,3.02,11.4,7.5,1029.0
09.11.2020 21:40,347.00,6.20,2.87,10.8,7.4,1028.3
09.11.2020 22:40,342.00,7.30,3.04,10.8,7.5,1028.4
09.11.2020 23:40,340.00,7.30,2.75,10.8,7.3,1028.6
10.11.2020 00:40,340.00,5.60,2.68,10.8,7.3,1028.5
10.11.2020 01:40,324.00,6.70,2.35,10.0,6.8,1029.0
10.11.2020 02:40,328.00,4.30,2.29,8.3,6.9,1029.0
10.11.2020 03:40,318.00,5.20,2.13,10.0,7.0,1029.6
10.11.2020 04:40,315.00,4.90,1.98,10.0,6.7,1029.8
10.11.2020 05:40,302.00,4.40,2.03,10.0,6.9,1029.6
10.11.2020 06:40,294.00,3.80,1.83,9.1,6.7,1029.6
10.11.2020 07:40,308.00,4.80,1.85,10.0,6.8,1029.4
10.11.2020 08:40,295.00,4.00,1.84,9.1,6.6,1029.0
10.11.2020 09:40,292.00,5.30,1.78,10.0,6.8,1028.7
10.11.2020 10:40,281.00,4.60,1.58,8.3,6.4,1028.1
10.11.2020 11:40,281.00,5.40,1.70,9.1,6.3,1027.6
10.11.2020 12:40,282.00,5.10,1.50,9.1,6.1,1027.4
10.11.2020 13:40,282.00,4.20,1.47,9.1,6.2,1027.2
