"Date Time","WDIR (degT)","WSPD (m/s)","WVHT (m)","DPD (sec)","APD (sec)","PRES (hPa)"
19.06.2020 05:40,344.00,9.60,2.61,9.1,6.4,1021.8
19.06.2020 06:40,348.00,9.50,2.75,9.1,6.4,1021.4
19.06.2020 07:40,346.00,8.60,2.54,9.1,6.3,1021.2
19.06.2020 08:40,353.00,8.60,2.58,9.1,6.2,1020.9
19.06.2020 09:40,347.00,8.70,2.53,8.3,6.4,1020.7
19.06.2020 10:40,1.00,7.80,2.45,8.3,6.1,1020.2
19.06.2020 11:40,346.00,7.70,2.32,8.3,6.3,1020.0
19.06.2020 12:40,352.00,7.40,2.37,8.3,6.3,1019.8
19.06.2020 13:40,349.00,7.80,2.24,9.1,6.2,1020.0
19.06.2020 14:40,342.00,6.50,2.36,9.1,6.5,1020.2
19.06.2020 15:40,335.00,7.10,2.28,8.3,6.4,1020.3
19.06.2020 16:40,346.00,7.40,2.26,8.3,6.5,1020.6
19.06.2020 17:40,347.00,6.60,2.22,8.3,6.4,1020.4
19.06.2020 18:40,337.00,6.40,2.09,10.8,6.3,1020.4
19.06.2020 19:40,332.00,6.90,2.16,8.3,6.5,1020.6
19.06.2020 20:40,322.00,6.80,1.92,9.1,6.3,1020.5
19.06.2020 21:40,316.00,7.00,2.12,10.8,6.5,1020.3
19.06.2020 22:40,325.00,6.30,2.04,10.8,6.4,1020.3
19.06.2020 23:40,323.00,6.80,2.05,8.3,6.6,1020.0
20.06.2020 00:40,317.00,7.00,2.04,9.1,6.6,1020.0
20.06.2020 01:40,323.00,6.60,2.04,8.3,6.6,1019.9
20.06.2020 02:40,319.00,5.30,2.03,8.3,6.7,1020.0
20.06.2020 03:40,307.00,4.70,2.07,8.3,6.9,1019.8
20.06.2020 04:40,295.00,3.90,1.89,8.3,6.8,1019.9
20.06.2020 05:40,288.00,3.60,1.86,8.3,6.8,1020.1
20.06.2020 06:40,278.00,3.60,1.73,7.1,6.6,1020.1
20.06.2020 07:40,271.00,4.40,1.73,7.7,6.8,1019.9
20.06.2020 08:40,269.00,4.50,1.56,10.0,6.7,1019.7
20.06.2020 09:40,275.00,4.70,1.55,7.1,6.7,1019.6
20.06.2020 10:40,277.00,4.20,1.50,16.0,7.1,1019.4
20.06.2020 11:40,283.00,3.80,1.59,10.8,7.0,1019.5
20.06.2020 12:40,287.00,3.90,1.63,10.8,6.8,1019.6
20.06.2020 13:40,301.00,5.10,1.51,10.0,6.8,1020.3
20.06.2020 14:40,272.00,2.40,1.56,10.0,6.9,1020.3
20.06.2020 15:40,265.00,3.50,1.63,10.0,6.9,1020.8
20.06.2020 16:40,263.00,4.40,1.78,10.0,7.0,1020.9
20.06.2020 17:40,259.00,5.00,1.83,10.8,7.2,1021.1
20.06.2020 18:40,258.00,4.40,1.90,10.0,7.3,1021.5
20.06.2020 19:40,253.00,4.70,1.94,10.0,7.2,1021.7
20.06.2020 20:40,242.00,3.90,1.76,10.0,6.7,1021.5
20.06.2020 21:40,248.00,4.50,1.90,10.8,7.0,1021.6
20.06.2020 22:40,240.00,5.80,1.75,10.0,6.8,1021.4
20.06.2020 23:40,241.00,4.60,1.75,8.3,6.6,1021.4
21.06.2020 00:40,245.00,4.30,1.64,10.0,6.6,1021.2
21.06.2020 01:40,252.00,5.30,1.48,13.8,6.5,1020.8
21.06.2020 02:40,258.00,4.20,1.39,9.1,6.4,1020.8
21.06.2020 03:40,260.00,4.80,1.42,10.0,6.8,1020.9
21.06.2020 04:40,262.00,4.90,1.46,14.8,6.8,1021.1
21.06.2020 05:40,274.00,4.90,1.43,7.7,6.7,1021.4
21.06.2020 06:40,283.00,3.70,1.51,14.8,6.9,1021.3
21.06.2020 07:40,274.00,3.70,1.38,10.0,6.5,1021.2
21.06.2020 08:40,255.00,2.60,1.40,9.1,6.8,1021.1
21.06.2020 09:40,277.00,3.70,1.40,10.0,7.0,1021.0
21.06.2020 10:40,317.00,3.50,1.37,9.1,7.0,1020.7
21.06.2020 11:40,306.00,3.10,1.49,9.1,7.0,1020.6
21.06.2020 12:40,343.00,3.00,1.46,9.1,7.0,1020.7
21.06.2020 13:40,335.00,4.00,1.48,9.1,7.0,1021.1
21.06.2020 14:40,323.00,2.80,1.41,8.3,7.0,1021.4
21.06.2020 15:40,319.00,3.40,1.41,9.1,7.0,1021.7
21.06.2020 16:40,338.00,3.40,1.47,9.1,7.4,1022.0
21.06.2020 17:40,39.00,7.60,1.31,14.8,7.2,1022.5
21.06.2020 18:40,38.00,6.90,1.23,13.8,6.1,1023.2
21.06.2020 19:40,35.00,6.60,1.21,9.1,5.5,1023.5
21.06.2020 20:40,31.00,7.00,1.28,9.1,5.2,1023.5
21.06.2020 21:40,14.00,6.70,1.31,10.0,5.1,1023.3
21.06.2020 22:40,25.00,6.30,1.39,5.0,5.4,1023.2
21.06.2020 23:40,21.00,6.20,1.38,10.0,5.5,1023.0
22.06.2020 00:40,17.00,6.20,1.33,14.8,5.5,1022.7
22.06.2020 01:40,15.00,6.00,1.28,9.1,5.5,1022.6
22.06.2020 02:40,19.00,5.90,1.31,9.1,5.5,1022.8
22.06.2020 03:40,4.00,5.80,1.25,9.1,5.6,1023.2
22.06.2020 04:40,2.00,6.00,1.34,9.1,5.6,1023.2
22.06.2020 05:40,5.00,7.10,1.35,14.8,5.8,1023.5
22.06.2020 06:40,7.00,6.10,1.29,13.8,5.4,1023.3
22.06.2020 07:40,3.00,6.30,1.32,8.3,5.4,1023.2
22.06.2020 08:40,4.00,5.80,1.30,14.8,5.3,1023.1
22.06.2020 09:40,14.00,5.60,1.29,8.3,5.4,1022.7
22.06.2020 10:40,6.00,5.30,1.37,13.8,5.5,1022.5
22.06.2020 11:40,348.00,6.00,1.31,5.3,5.1,1022.4
22.06.2020 12:40,341.00,6.30,1.22,13.8,5.4,1022.7
22.06.2020 13:40,350.00,6.50,1.30,13.8,5.3,1023.0
22.06.2020 14:40,344.00,6.70,1.29,16.0,5.3,1023.1
22.06.2020 15:40,353.00,6.90,1.22,13.8,5.2,1023.0
22.06.2020 16:40,350.00,7.00,1.35,14.8,5.3,1023.0
22.06.2020 17:40,345.00,6.60,1.27,13.8,5.3,1023.2
22.06.2020 18:40,340.00,7.60,1.32,6.2,5.3,1023.0
22.06.2020 19:40,341.00,7.40,1.38,5.6,5.3,1022.9
22.06.2020 20:40,336.00,7.10,1.46,5.9,5.3,1022.7
22.06.2020 21:40,340.00,7.70,1.49,6.2,5.5,1022.2
22.06.2020 22:40,336.00,7.00,1.53,7.1,5.4,1022.3
22.06.2020 23:40,339.00,7.60,1.58,5.9,5.4,1021.9
23.06.2020 00:40,342.00,8.10,1.63,6.7,5.5,1021.6
23.06.2020 01:40,341.00,7.50,1.77,7.1,5.5,1021.1
23.06.2020 02:40,346.00,7.50,1.71,6.7,5.4,1021.3
23.06.2020 03:40,351.00,8.00,1.85,7.1,5.6,1021.1
23.06.2020 04:40,340.00,7.00,1.82,7.1,5.7,1021.2
23.06.2020 05:40,343.00,6.30,1.81,8.3,6.1,1021.9
23.06.2020 06:40,341.00,6.50,1.89,8.3,5.8,1021.8
23.06.2020 07:40,335.00,6.40,1.83,8.3,6.2,1021.9
23.06.2020 08:40,334.00,6.10,1.74,8.3,5.8,1021.5
23.06.2020 09:40,339.00,6.40,1.98,8.3,6.2,1021.0
23.06.2020 10:40,335.00,7.10,1.73,8.3,6.0,1020.6
23.06.2020 11:40,336.00,7.60,1.71,7.7,5.8,1020.6
23.06.2020 12:40,341.00,7.60,1.68,7.1,5.7,1020.6
23.06.2020 13:40,345.00,6.70,1.64,7.7,6.0,1020.4
23.06.2020 14:40,339.00,7.00,1.58,7.7,5.8,1020.6
23.06.2020 15:40,329.00,7.20,1.66,7.7,5.9,1021.1
23.06.2020 16:40,329.00,7.50,1.73,8.3,5.9,1021.3
23.06.2020 17:40,339.00,7.60,1.66,7.7,5.9,1021.0
23.06.2020 18:40,333.00,7.20,1.76,7.7,5.9,1021.3
23.06.2020 19:40,329.00,6.70,1.75,8.3,6.0,1021.3
23.06.2020 20:40,330.00,7.60,1.78,7.7,5.9,1021.4
23.06.2020 21:40,334.00,8.50,1.91,7.7,5.9,1021.6
23.06.2020 22:40,334.00,8.80,1.89,7.7,5.8,1021.2
23.06.2020 23:40,333.00,7.00,1.81,7.1,5.7,1020.9
24.06.2020 00:40,334.00,7.10,1.74,7.7,5.6,1020.7
24.06.2020 01:40,331.00,7.20,1.87,7.7,5.9,1020.3
24.06.2020 02:40,341.00,7.20,1.72,7.7,5.8,1020.5
24.06.2020 03:40,340.00,6.70,1.82,7.7,6.1,1020.8
24.06.2020 04:40,351.00,6.20,1.60,8.3,5.9,1020.6
24.06.2020 05:40,343.00,7.20,1.75,14.8,6.4,1021.3
24.06.2020 06:40,339.00,6.30,1.79,7.1,6.1,1021.0
24.06.2020 07:40,348.00,6.00,1.72,8.3,6.1,1021.1
24.06.2020 08:40,337.00,6.70,1.59,8.3,6.0,1020.9
24.06.2020 09:40,339.00,5.70,1.72,8.3,6.1,1020.7
24.06.2020 10:40,332.00,5.00,1.71,7.7,6.3,1020.4
24.06.2020 11:40,331.00,5.20,1.70,13.8,6.1,1020.4
24.06.2020 12:40,328.00,5.30,1.69,7.7,6.4,1020.3
24.06.2020 13:40,313.00,5.00,1.61,7.7,6.2,1020.8
24.06.2020 14:40,308.00,4.00,1.60,7.1,6.3,1020.4
24.06.2020 15:40,301.00,4.40,1.62,7.1,6.5,1020.6
24.06.2020 16:40,287.00,3.80,1.61,7.7,6.4,1020.7
24.06.2020 17:40,291.00,5.00,1.58,6.7,6.5,1020.8
24.06.2020 18:40,297.00,5.70,1.47,7.1,6.2,1020.8
24.06.2020 19:40,292.00,4.70,1.48,6.7,6.3,1020.5
24.06.2020 20:40,306.00,5.50,1.55,14.8,6.3,1020.3
24.06.2020 21:40,315.00,6.10,1.43,7.1,6.0,1020.0
24.06.2020 22:40,330.00,6.40,1.38,7.1,5.8,1019.6
24.06.2020 23:40,330.00,6.00,1.37,14.8,5.5,1019.2
25.06.2020 00:40,340.00,6.70,1.40,8.3,5.7,1019.1
25.06.2020 01:40,341.00,7.10,1.24,6.7,5.3,1018.8
25.06.2020 02:40,352.00,7.00,1.34,13.8,5.3,1019.1
25.06.2020 03:40,354.00,7.30,1.41,13.8,5.3,1019.4
25.06.2020 04:40,354.00,8.10,1.41,13.8,5.1,1019.6
25.06.2020 05:40,351.00,9.00,1.42,4.5,5.1,1020.0
25.06.2020 06:40,352.00,8.20,1.55,13.8,5.2,1020.1
25.06.2020 07:40,1.00,7.70,1.60,13.8,5.3,1020.1
25.06.2020 08:40,357.00,8.90,1.63,5.3,5.1,1020.0
25.06.2020 09:40,4.00,9.10,1.73,5.9,5.2,1019.9
25.06.2020 10:40,354.00,9.30,1.87,5.9,5.2,1019.6
25.06.2020 11:40,1.00,10.20,2.03,6.2,5.3,1019.5
25.06.2020 12:40,4.00,10.20,2.14,6.2,5.4,1019.8
25.06.2020 13:40,358.00,9.90,2.14,6.2,5.4,1020.0
25.06.2020 14:40,349.00,10.60,2.08,6.7,5.4,1020.1
25.06.2020 15:40,360.00,9.40,2.31,6.7,5.5,1020.2
25.06.2020 16:40,359.00,10.20,2.19,6.7,5.4,1020.2
25.06.2020 17:40,355.00,10.60,2.35,7.1,5.7,1020.3
25.06.2020 18:40,352.00,10.90,2.43,7.7,5.8,1020.3
25.06.2020 19:40,357.00,10.20,2.59,8.3,6.0,1020.6
25.06.2020 20:40,355.00,10.10,2.59,8.3,6.1,1020.6
25.06.2020 21:40,355.00,10.60,2.94,7.7,6.4,1020.6
25.06.2020 22:40,355.00,10.30,2.74,8.3,6.4,1020.3
25.06.2020 23:40,353.00,10.20,2.95,8.3,6.5,1019.9
26.06.2020 00:40,349.00,10.70,2.91,9.1,6.4,1019.6
26.06.2020 01:40,352.00,10.90,2.82,8.3,6.3,1019.2
26.06.2020 02:40,353.00,10.80,3.15,9.1,6.8,1019.2
26.06.2020 03:40,351.00,10.90,3.31,10.0,6.8,1019.2
26.06.2020 04:40,348.00,11.20,3.35,10.0,7.0,1019.5
26.06.2020 05:40,351.00,9.90,3.34,10.0,6.8,1020.1
26.06.2020 06:40,350.00,10.70,3.12,9.1,6.6,1020.1
26.06.2020 07:40,347.00,10.70,3.29,10.0,6.8,1020.3
26.06.2020 08:40,347.00,9.90,3.27,9.1,6.6,1020.3
26.06.2020 09:40,346.00,11.20,3.27,10.0,6.8,1020.2
26.06.2020 10:40,346.00,11.90,3.26,10.0,6.7,1020.1
26.06.2020 11:40,347.00,11.00,3.25,9.1,6.5,1020.2
26.06.2020 12:40,347.00,10.50,3.05,9.1,6.6,1020.1
26.06.2020 13:40,349.00,10.70,3.14,9.1,6.6,1020.0
26.06.2020 14:40,352.00,9.90,2.93,9.1,6.5,1020.2
26.06.2020 15:40,353.00,10.20,2.78,9.1,6.5,1020.4
26.06.2020 16:40,353.00,9.60,3.16,10.0,7.0,1020.6
26.06.2020 17:40,351.00,9.50,3.18,9.1,6.9,1020.8
26.06.2020 18:40,350.00,8.50,3.20,10.0,6.8,1020.8
26.06.2020 19:40,347.00,7.90,3.00,10.0,6.9,1021.3
26.06.2020 20:40,347.00,8.80,2.99,10.0,6.8,1021.2
26.06.2020 21:40,346.00,9.00,2.90,9.1,6.8,1021.1
26.06.2020 22:40,346.00,9.60,2.99,9.1,6.7,1020.8
26.06.2020 23:40,352.00,10.80,3.05,10.0,6.8,1020.5
27.06.2020 00:40,347.00,11.70,3.16,10.0,6.8,1020.3
27.06.2020 01:40,345.00,11.60,2.64,9.1,6.0,1020.3
27.06.2020 02:40,349.00,11.50,3.02,9.1,6.3,1020.4
27.06.2020 03:40,350.00,11.00,3.03,9.1,6.2,1020.7
27.06.2020 04:40,349.00,11.70,3.31,10.0,6.5,1020.9
27.06.2020 05:40,347.00,10.50,2.93,9.1,6.3,1021.4
27.06.2020 06:40,348.00,10.20,2.98,9.1,6.5,1021.3
27.06.2020 07:40,348.00,10.50,2.75,9.1,6.3,1021.1
27.06.2020 08:40,346.00,9.90,2.74,9.1,6.4,1020.7
27.06.2020 09:40,349.00,10.70,2.83,9.1,6.6,1020.5
27.06.2020 10:40,350.00,10.70,2.83,9.1,6.5,1020.1
27.06.2020 11:40,349.00,8.80,2.72,8.3,6.6,1020.2
27.06.2020 12:40,350.00,9.40,2.43,9.1,6.1,1020.2
27.06.2020 13:40,351.00,10.40,2.60,9.1,6.2,1020.2
27.06.2020 14:40,359.00,10.10,2.81,9.1,6.4,1020.5
27.06.2020 15:40,1.00,10.10,2.74,8.3,6.2,1020.8
27.06.2020 16:40,357.00,10.50,2.72,8.3,6.0,1021.5
27.06.2020 17:40,4.00,10.40,2.65,8.3,6.1,1021.7
27.06.2020 18:40,360.00,10.40,2.83,9.1,6.4,1021.9
27.06.2020 19:40,7.00,9.90,2.79,9.1,6.4,1022.1
27.06.2020 20:40,1.00,10.80,2.90,8.3,6.2,1022.1
27.06.2020 21:40,1.00,9.70,2.73,8.3,6.3,1021.9
27.06.2020 22:40,3.00,10.00,2.74,9.1,6.3,1021.7
27.06.2020 23:40,10.00,9.00,2.87,8.3,6.4,1021.7
28.06.2020 00:40,9.00,8.60,2.63,9.1,6.2,1021.6
28.06.2020 01:40,9.00,10.20,2.57,8.3,6.3,1021.3
28.06.2020 02:40,359.00,9.40,2.72,9.1,6.1,1021.4
28.06.2020 03:40,360.00,10.00,2.55,8.3,6.3,1021.5
28.06.2020 04:40,358.00,10.40,2.60,8.3,6.0,1021.6
28.06.2020 05:40,359.00,10.20,2.72,8.3,6.2,1021.8
28.06.2020 06:40,358.00,10.40,2.73,9.1,6.3,1021.6
28.06.2020 07:40,359.00,10.60,2.85,9.1,6.5,1021.4
28.06.2020 08:40,3.00,10.40,2.71,9.1,6.4,1021.2
28.06.2020 09:40,354.00,10.10,3.01,9.1,6.8,1020.9
28.06.2020 10:40,353.00,10.80,3.28,7.7,7.0,1020.7
28.06.2020 11:40,346.00,10.70,2.89,8.3,6.4,1020.5
28.06.2020 12:40,359.00,11.80,2.97,9.1,6.2,1020.4
28.06.2020 13:40,355.00,10.20,3.12,9.1,6.6,1020.6
28.06.2020 14:40,354.00,12.70,3.21,9.1,6.4,1020.7
28.06.2020 15:40,355.00,11.00,3.24,8.3,6.5,1020.9
28.06.2020 16:40,3.00,11.20,3.07,8.3,6.6,1021.2
28.06.2020 17:40,356.00,10.70,3.31,8.3,6.5,1021.3
28.06.2020 18:40,353.00,10.80,3.39,9.1,6.8,1021.5
28.06.2020 19:40,357.00,9.80,3.01,8.3,6.5,1021.7
28.06.2020 20:40,360.00,11.40,3.34,9.1,6.8,1021.7
28.06.2020 21:40,359.00,10.30,3.33,8.3,6.8,1021.7
28.06.2020 22:40,359.00,11.30,3.09,9.1,6.6,1021.7
28.06.2020 23:40,1.00,10.50,3.36,8.3,6.8,1021.3
29.06.2020 00:40,355.00,10.30,3.12,9.1,6.6,1021.1
29.06.2020 01:40,360.00,10.30,3.14,9.1,6.6,1021.1
29.06.2020 02:40,359.00,10.50,3.30,9.1,6.7,1021.0
29.06.2020 03:40,360.00,10.40,3.06,9.1,6.5,1021.3
29.06.2020 04:40,356.00,10.40,3.14,8.3,6.7,1021.6
29.06.2020 05:40,357.00,10.70,2.79,9.1,6.3,1022.1
29.06.2020 06:40,359.00,10.70,3.06,9.1,6.4,1022.2
29.06.2020 07:40,356.00,11.40,3.04,8.3,6.5,1021.9
29.06.2020 08:40,360.00,11.00,3.17,9.1,6.8,1021.9
29.06.2020 09:40,360.00,11.00,3.11,9.1,6.5,1021.9
29.06.2020 10:40,1.00,10.20,2.93,8.3,6.5,1021.7
29.06.2020 11:40,5.00,10.70,3.09,9.1,6.5,1021.5
29.06.2020 12:40,1.00,11.20,2.83,9.1,6.3,1021.7
29.06.2020 13:40,1.00,9.80,2.73,9.1,6.3,1022.2
29.06.2020 14:40,360.00,10.90,2.90,8.3,6.3,1022.6
29.06.2020 15:40,356.00,11.10,2.86,9.1,6.2,1023.1
29.06.2020 16:40,1.00,9.90,2.83,9.1,6.3,1023.4
29.06.2020 17:40,359.00,10.10,2.72,9.1,6.4,1023.6
29.06.2020 18:40,356.00,9.30,2.92,8.3,6.4,1023.8
29.06.2020 19:40,4.00,9.00,2.65,8.3,6.4,1024.0
29.06.2020 20:40,350.00,9.00,2.79,8.3,6.6,1023.8
29.06.2020 21:40,357.00,9.20,2.82,8.3,6.5,1023.7
29.06.2020 22:40,360.00,9.60,2.92,9.1,6.8,1023.5
29.06.2020 23:40,359.00,8.70,2.80,9.1,6.7,1023.6
30.06.2020 00:40,348.00,9.60,2.68,8.3,6.5,1023.1
30.06.2020 01:40,352.00,9.20,2.84,9.1,6.6,1023.1
30.06.2020 02:40,358.00,8.80,2.70,7.7,6.4,1023.2
30.06.2020 03:40,348.00,9.60,2.57,9.1,6.1,1023.5
30.06.2020 04:40,354.00,9.70,2.61,8.3,6.3,1023.5
30.06.2020 05:40,355.00,9.70,2.66,9.1,6.3,1023.8
30.06.2020 06:40,359.00,9.40,2.64,9.1,6.2,1023.8
30.06.2020 07:40,353.00,8.60,2.38,8.3,6.0,1023.7
30.06.2020 08:40,351.00,8.60,2.53,10.0,6.3,1023.6
30.06.2020 09:40,348.00,9.10,2.51,8.3,6.3,1023.2
30.06.2020 10:40,346.00,8.90,2.17,10.0,6.1,1023.1
30.06.2020 11:40,348.00,9.30,2.36,10.0,6.2,1023.0
30.06.2020 12:40,354.00,9.40,2.63,9.1,6.4,1022.9
30.06.2020 13:40,346.00,8.90,2.51,10.0,6.4,1023.3
30.06.2020 14:40,350.00,8.10,2.51,9.1,6.3,1023.4
30.06.2020 15:40,355.00,8.10,2.16,8.3,5.9,1023.6
30.06.2020 16:40,352.00,8.90,2.27,9.1,5.9,1024.1
30.06.2020 17:40,351.00,8.20,2.37,10.0,6.3,1024.1
30.06.2020 18:40,356.00,8.40,2.19,9.1,6.0,1024.3
30.06.2020 19:40,352.00,8.50,2.31,8.3,6.3,1024.3
30.06.2020 20:40,348.00,8.20,2.34,8.3,6.3,1024.5
30.06.2020 21:40,354.00,8.70,2.22,10.0,6.3,1024.2
30.06.2020 22:40,357.00,9.30,2.23,9.1,6.1,1024.2
30.06.2020 23:40,3.00,8.40,2.28,7.7,6.1,1023.9
01.07.2020 00:40,356.00,9.50,2.26,9.1,6.2,1023.7
01.07.2020 01:40,357.00,9.30,2.44,9.1,6.3,1023.2
01.07.2020 02:40,354.00,10.00,2.27,9.1,6.0,1023.3
01.07.2020 03:40,358.00,10.20,2.35,9.1,5.8,1023.1
01.07.2020 04:40,358.00,9.90,2.26,7.7,6.0,1023.2
01.07.2020 05:40,2.00,9.50,2.54,8.3,6.0,1023.6
01.07.2020 06:40,356.00,10.00,2.41,7.1,5.9,1023.3
01.07.2020 07:40,355.00,9.90,2.29,7.7,5.8,1023.1
01.07.2020 08:40,5.00,9.70,2.27,8.3,5.8,1023.0
01.07.2020 09:40,1.00,10.20,2.55,17.4,6.5,1023.0
01.07.2020 10:40,1.00,10.20,2.59,8.3,6.3,1022.5
01.07.2020 11:40,360.00,10.00,2.53,8.3,6.2,1022.3
01.07.2020 12:40,357.00,10.20,2.68,8.3,6.2,1022.2
01.07.2020 13:40,356.00,10.00,2.65,7.7,6.3,1022.2
01.07.2020 14:40,359.00,9.60,2.56,8.3,6.2,1022.1
01.07.2020 15:40,5.00,9.40,2.67,8.3,6.3,1022.4
01.07.2020 16:40,354.00,9.40,2.67,8.3,6.3,1022.6
01.07.2020 17:40,355.00,9.60,2.66,7.7,6.1,1022.6
01.07.2020 18:40,354.00,9.00,2.64,8.3,6.3,1022.8
01.07.2020 19:40,355.00,9.20,2.78,8.3,6.2,1022.8
01.07.2020 20:40,360.00,8.90,2.58,7.7,6.2,1022.7
01.07.2020 21:40,355.00,9.40,2.52,9.1,6.4,1022.6
01.07.2020 22:40,355.00,9.50,2.73,8.3,6.6,1022.4
01.07.2020 23:40,357.00,8.40,2.57,8.3,6.3,1022.1
02.07.2020 00:40,356.00,9.50,2.52,8.3,6.5,1021.9
02.07.2020 01:40,356.00,9.60,2.52,8.3,6.4,1021.6
02.07.2020 02:40,351.00,10.20,2.72,8.3,6.4,1021.7
02.07.2020 03:40,354.00,10.20,2.51,8.3,6.2,1021.6
02.07.2020 04:40,358.00,9.80,2.76,8.3,6.5,1021.5
02.07.2020 05:40,360.00,9.30,2.66,9.1,6.5,1021.9
02.07.2020 06:40,360.00,9.60,2.67,8.3,6.4,1021.9
02.07.2020 07:40,355.00,9.30,2.62,8.3,6.4,1021.8
02.07.2020 08:40,360.00,9.20,2.66,9.1,6.4,1021.5
02.07.2020 09:40,352.00,8.50,2.44,9.1,6.3,1021.1
02.07.2020 10:40,5.00,8.70,2.48,9.1,6.2,1020.6
02.07.2020 11:40,1.00,8.90,2.37,8.3,6.3,1020.5
02.07.2020 12:40,359.00,7.90,2.45,8.3,6.5,1020.6
02.07.2020 13:40,360.00,9.00,2.45,8.3,6.4,1020.9
02.07.2020 14:40,1.00,8.10,2.39,7.7,6.3,1020.8
02.07.2020 15:40,351.00,7.70,2.44,8.3,6.3,1021.1
02.07.2020 16:40,345.00,7.40,2.33,9.1,6.3,1021.4
02.07.2020 17:40,344.00,7.40,2.23,9.1,6.2,1021.4
02.07.2020 18:40,344.00,6.90,2.45,8.3,6.7,1021.5
02.07.2020 19:40,343.00,6.50,2.06,9.1,6.0,1021.6
02.07.2020 20:40,347.00,7.50,2.15,9.1,6.2,1021.4
02.07.2020 21:40,342.00,7.50,2.17,9.1,6.2,1021.3
02.07.2020 22:40,355.00,7.10,2.07,7.1,6.2,1021.1
02.07.2020 23:40,341.00,7.10,2.06,8.3,6.3,1021.1
03.07.2020 00:40,342.00,6.80,2.01,8.3,6.3,1021.1
03.07.2020 01:40,348.00,6.40,2.04,9.1,6.2,1020.8
03.07.2020 02:40,357.00,6.30,2.01,8.3,6.1,1020.8
03.07.2020 03:40,341.00,6.40,1.99,9.1,6.4,1020.8
03.07.2020 04:40,351.00,6.40,2.03,9.1,6.3,1021.0
03.07.2020 05:40,343.00,6.20,1.90,7.7,6.2,1021.5
03.07.2020 06:40,334.00,5.90,1.96,9.1,6.3,1021.5
03.07.2020 07:40,339.00,6.80,1.87,8.3,6.2,1021.4
03.07.2020 08:40,355.00,6.60,1.72,9.1,5.9,1021.1
03.07.2020 09:40,352.00,7.60,1.82,9.1,6.0,1021.1
03.07.2020 10:40,357.00,6.30,1.72,14.8,6.2,1021.3
03.07.2020 11:40,359.00,6.00,1.74,7.7,6.3,1021.5
03.07.2020 12:40,339.00,5.80,1.76,9.1,6.3,1021.7
03.07.2020 13:40,15.00,6.10,1.68,9.1,6.3,1021.9
03.07.2020 14:40,356.00,6.00,1.80,9.1,6.3,1022.3
03.07.2020 15:40,348.00,6.30,1.64,7.1,6.1,1022.5
03.07.2020 16:40,3.00,4.40,1.65,9.1,6.2,1023.1
03.07.2020 17:40,360.00,5.90,1.67,9.1,6.4,1023.2
03.07.2020 18:40,348.00,5.00,1.68,7.1,6.3,1023.6
03.07.2020 19:40,359.00,4.20,1.61,8.3,6.3,1023.9
03.07.2020 20:40,347.00,4.00,1.62,9.1,6.5,1024.0
03.07.2020 21:40,341.00,4.40,1.59,9.1,6.6,1024.3
03.07.2020 22:40,353.00,5.00,1.57,21.1,6.7,1024.1
03.07.2020 23:40,343.00,4.40,1.56,19.1,6.8,1024.1
04.07.2020 00:40,350.00,5.60,1.45,9.1,6.4,1023.9
04.07.2020 01:40,10.00,5.60,1.58,19.1,6.8,1023.8
04.07.2020 02:40,3.00,5.10,1.56,19.1,6.9,1023.8
04.07.2020 03:40,350.00,5.20,1.45,19.1,6.3,1023.8
04.07.2020 04:40,360.00,4.90,1.53,19.1,6.7,1024.0
04.07.2020 05:40,354.00,4.90,1.59,19.1,6.8,1024.6
04.07.2020 06:40,9.00,4.90,1.39,19.1,6.4,1024.7
04.07.2020 07:40,359.00,4.50,1.48,19.1,6.6,1024.7
04.07.2020 08:40,351.00,4.20,1.61,19.1,7.3,1024.8
04.07.2020 09:40,352.00,4.40,1.36,19.1,6.7,1024.8
04.07.2020 10:40,357.00,4.10,1.58,19.1,7.2,1024.6
04.07.2020 11:40,356.00,4.60,1.60,19.1,7.6,1024.6
04.07.2020 12:40,354.00,4.70,1.51,19.1,7.4,1024.7
04.07.2020 13:40,335.00,5.30,1.37,19.1,7.0,1024.9
04.07.2020 14:40,348.00,5.10,1.39,17.4,7.0,1025.3
04.07.2020 15:40,353.00,5.50,1.31,17.4,6.6,1025.9
04.07.2020 16:40,342.00,5.50,1.62,17.4,7.9,1026.1
04.07.2020 17:40,330.00,4.60,1.58,17.4,7.9,1026.3
04.07.2020 18:40,324.00,4.20,1.57,17.4,7.5,1026.4
04.07.2020 19:40,349.00,4.60,1.55,17.4,7.3,1026.7
04.07.2020 20:40,25.00,4.30,1.32,17.4,6.6,1026.4
04.07.2020 21:40,1.00,4.40,1.46,17.4,6.8,1026.3
04.07.2020 22:40,357.00,5.30,1.71,17.4,8.1,1026.0
04.07.2020 23:40,999.00,99.00,99.00,99.0,99.0,1025.7
05.07.2020 00:40,357.00,6.20,1.28,17.4,6.2,1025.8
05.07.2020 01:40,345.00,5.40,1.60,17.4,7.1,1025.4
05.07.2020 02:40,348.00,6.00,1.57,17.4,7.0,1025.5
05.07.2020 03:40,357.00,5.80,1.43,16.0,6.2,1025.7
05.07.2020 04:40,354.00,5.80,1.43,17.4,6.6,1025.9
05.07.2020 05:40,357.00,5.60,1.48,16.0,6.6,1026.6
05.07.2020 06:40,2.00,5.70,1.42,17.4,6.3,1026.7
05.07.2020 07:40,351.00,5.10,1.63,17.4,7.1,1026.5
