"Date Time","WDIR (degT)","WSPD (m/s)","WVHT (m)","DPD (sec)","APD (sec)","MWD (degT)","PRES (hPa)","ATMP (degC)","WTMP (degC)"
18.07.2022 15:10,10.00,7.00,-9999.00,-9999.0,-9999.0,-9999.00,1022.7,17.30,18.30
18.07.2022 15:20,10.00,7.00,-9999.00,-9999.0,-9999.0,-9999.00,1022.7,17.20,18.30
18.07.2022 15:30,20.00,6.00,-9999.00,-9999.0,-9999.0,-9999.00,1022.8,17.30,18.30
18.07.2022 15:40,10.00,6.00,1.70,-9999.0,5.8,20.00,1022.8,17.40,18.30
18.07.2022 15:50,10.00,7.00,1.70,7.0,5.8,20.00,1023.0,17.40,-9999.00
18.07.2022 16:00,360.00,7.00,-9999.00,-9999.0,-9999.0,-9999.00,1023.0,17.40,18.30
18.07.2022 16:10,360.00,7.00,-9999.00,-9999.0,-9999.0,-9999.00,1023.0,17.40,18.30
18.07.2022 16:20,360.00,7.00,-9999.00,-9999.0,-9999.0,-9999.00,1022.9,17.50,18.30
18.07.2022 16:30,10.00,8.00,-9999.00,-9999.0,-9999.0,-9999.00,1023.0,17.30,18.30
18.07.2022 16:40,10.00,8.00,1.70,-9999.0,5.7,349.00,1023.0,17.40,18.30
18.07.2022 16:50,10.00,7.00,1.70,7.0,5.7,349.00,1023.1,17.30,-9999.00
18.07.2022 17:00,360.00,6.00,-9999.00,-9999.0,-9999.0,-9999.00,1023.1,17.40,18.30
18.07.2022 17:10,350.00,6.00,-9999.00,-9999.0,-9999.0,-9999.00,1023.0,17.40,18.30
18.07.2022 17:20,350.00,6.00,-9999.00,-9999.0,-9999.0,-9999.00,1023.1,17.40,18.30
18.07.2022 17:30,350.00,7.00,-9999.00,-9999.0,-9999.0,-9999.00,1023.1,17.40,18.30
